"","Wage","Age","Potential","Special","Acceleration","Aggression","Agility","Balance","Ball.control","Composure","Crossing","Curve","Dribbling","Finishing","Free.kick.accuracy","GK.diving","GK.handling","GK.kicking","GK.positioning","GK.reflexes","Heading.accuracy","Interceptions","Jumping","Long.passing","Long.shots","Marking","Penalties","Positioning","Reactions","Short.passing","Shot.power","Sliding.tackle","Sprint.speed","Stamina","Standing.tackle","Strength","Vision","Volleys","CAM","CB","CDM","CF","CM","LAM","LB","LCB","LCM","LDM","LF","LM","LS","LW","LWB","RAM","RB","RCB","RCM","RDM","RF","RM","RS","RW","RWB","ST"
"J. Manconi Carpi",-0.758816873942776,-0.388817510301451,-0.201754853459499,-0.142548096121111,0.34553882084139,-0.0417545505792574,0.558512286962938,0.48043694874044,0.438128235432821,-0.16521875381761,1.16857151076451,0.339778613082416,0.207727018662785,-1.05922008822427,-1.01515503498024,0.464010857104265,0.450173671638421,0.11508365063139,-0.810065103470233,-0.470597096715926,-0.240538668299047,0.373209966702466,-0.106627281316791,0.820557743995741,-0.5923645164812,-0.842557022869214,0.483771695156259,0.00632971980534675,-0.955259852211031,0.617591993990521,-1.41316865467073,-0.353720934255565,0.108768473052238,-0.839747623699986,-0.463163631927771,-0.573321806776797,1.18615925463347,-1.50954692865867,0.356846165920228,-0.456525817974176,0.00132326622760512,-0.0452214266366429,0.333275174483466,0.356846165920228,0.00452837280555695,-0.456525817974176,0.333275174483466,0.00132326622760512,-0.0452214266366429,0.417270685101253,-0.509559715790149,0.254194624894759,0.142906282550166,0.356846165920228,0.00452837280555695,-0.456525817974176,0.333275174483466,0.00132326622760512,-0.0452214266366429,0.417270685101253,-0.509559715790149,0.254194624894759,0.142906282550166,-0.509559715790149
"A. Jahn Columbus Crew SC",-0.443268026008965,0.269345046229153,-1.20091442129743,-0.453832879509501,-2.13271738963687,1.51576788229621,-1.00104803282394,-0.16945120747515,0.205069849754183,-0.0661058133867082,-1.3016513304264,-0.682244371336159,-0.352333996785447,-0.170821148767809,-1.59532019058829,-0.490613950273688,-1.15230248603534,1.34548416232007,-0.174518464944031,1.07216897595212,0.221625173436343,-0.25190022840981,1.04539760646097,-0.279237375046125,-1.2605492220292,-0.62894545843197,-1.23698249982726,0.110146715097586,0.110955325412768,-0.546288146619137,-0.243224570996133,0.0679202619802497,-1.34651924673514,0.628872338584307,-0.651032346330324,0.65631520559075,0.278334395977075,0.872629134046977,-0.445409233059309,0.112243220100398,0.00132326622760512,-0.459485412539316,-0.187786932580411,-0.445409233059309,-0.738193379014952,0.112243220100398,-0.187786932580411,0.00132326622760512,-0.459485412539316,-0.645229795044838,-0.226688745357926,-0.69115986351753,-0.7141355504723,-0.445409233059309,-0.738193379014952,0.112243220100398,-0.187786932580411,0.00132326622760512,-0.459485412539316,-0.645229795044838,-0.226688745357926,-0.69115986351753,-0.7141355504723,-0.226688745357926
"B. Śpiączka Termalica Bruk-Bet Nieciecza",-0.758816873942776,0.0499575273856181,-0.701334637378462,0.418876245347236,1.4564812600213,1.39116608766617,1.42493468684454,0.399200929213491,-0.0279885359244553,-0.759896396403023,-0.777664667143479,0.497012918377581,-0.128309590606154,0.0830071196483231,-1.01515503498024,0.782219126230249,-0.190816791431084,0.730283906475731,-0.810065103470233,0.146509332351294,-0.332971436646125,-0.698407510632865,1.66571869987977,0.482159245829013,0.298548424249469,-0.735751240650592,0.369054748824025,-1.13565722840929,-1.16850288773579,0.511784708480552,-0.243224570996133,1.12202325256979,1.56405619283962,0.13933235115621,1.2276547976952,-0.419617180230853,-0.0242738902417238,0.1667991895416,0.0894276995937154,0.396627739137685,0.274168159824187,-0.0452214266366429,0.0727441209515275,0.0894276995937154,0.301617073533761,0.396627739137685,0.0727441209515275,0.274168159824187,-0.0452214266366429,0.018833005046469,-0.226688745357926,0.119143983693004,0.142906282550166,0.0894276995937154,0.301617073533761,0.396627739137685,0.0727441209515275,0.274168159824187,-0.0452214266366429,0.018833005046469,-0.226688745357926,0.119143983693004,0.142906282550166,-0.226688745357926
"M. Papadopulos Piast Gliwice",-0.443268026008965,1.58567015929036,-1.20091442129743,0.174295344113501,-0.338118064807786,1.64036967692625,-0.221267872930502,-0.00697916842125262,-0.494105307281731,0.429458888767802,0.719440085093434,0.261161460434833,-0.800382809144032,-0.805391819808138,-0.362469234921176,-1.12703048852566,-0.831807254500588,-0.500116605212952,-1.12783842273333,0.146509332351294,0.683789015171733,-0.0732973155205883,0.868163008341318,0.989756993079106,-0.369636281298533,0.0118892348797635,-0.0898130365049138,-0.0974872754868927,0.110955325412768,-0.123059004579262,0.394926747371828,0.384151159157111,-0.164097974407896,-1.23137961364246,0.757983011688821,0.118349012679948,-0.0242738902417238,0.607942904857461,-0.311699999896053,0.681012258174972,0.274168159824187,-0.321397417238425,-0.0575214058144418,-0.311699999896053,0.153072723169659,0.681012258174972,-0.0575214058144418,0.274168159824187,-0.321397417238425,-0.246792114990054,-0.226688745357926,-0.286007939912263,6.5977046421592e-05,-0.311699999896053,0.153072723169659,0.681012258174972,-0.0575214058144418,0.274168159824187,-0.321397417238425,-0.246792114990054,-0.226688745357926,-0.286007939912263,6.5977046421592e-05,-0.226688745357926
"A. Lookman Everton",0.697892985105646,-1.26636758567559,1.79656428221636,0.0242116092655269,1.37102414931515,0.955059806461041,1.77150364679718,1.29279714400993,0.205069849754183,-0.0661058133867082,0.27030865942236,-0.289158608098245,1.32784904955925,0.209921253856389,-0.797593101627218,0.464010857104265,0.450173671638421,-0.500116605212952,1.41434813137148,-1.39625674031676,-1.25729912011691,-1.23421624930053,0.0706073168028652,-0.533036248671171,1.0780972473888,-0.735751240650592,0.25433780249179,0.421597700974305,-0.315530745636752,-0.546288146619137,0.394926747371828,-1.19700332672719,1.20023426289277,-0.643931628728746,-1.21463848953798,-0.880731059868683,-1.13383760637732,-0.00965829658474473,0.223136932756971,-1.02529485604875,-0.953633861360433,0.36904255926603,-0.44831798611235,0.223136932756971,-0.738193379014952,-1.02529485604875,-0.44831798611235,-0.953633861360433,0.36904255926603,0.284458125082992,0.19761771029041,0.659346548500026,-0.428454939464812,0.223136932756971,-0.738193379014952,-1.02529485604875,-0.44831798611235,-0.953633861360433,0.36904255926603,0.284458125082992,0.19761771029041,0.659346548500026,-0.428454939464812,0.19761771029041
"R. Glatzel 1. FC Heidenheim",-0.0457234929503292,-0.388817510301451,-0.201754853459499,-1.08751975997872,-1.70543183610614,-0.228657242524313,-1.26097475278842,-1.87540761754108,-0.61063450012105,-1.15634815812663,-1.00223037997902,-1.31118159251682,-0.688370606054386,0.336835388064455,-1.01515503498024,-0.172405681147704,0.129678440103669,1.0378840343979,0.778801492845273,-0.470597096715926,0.683789015171733,-0.25190022840981,-0.549713776615931,-1.63283136771304,-1.03782098684654,-0.62894545843197,-0.433963875501618,-0.0974872754868927,-0.208909227874372,-0.969517288659013,-0.34958312405746,0.173330561039203,-1.34651924673514,-0.937655621185605,-0.838901060732877,0.733167518863721,-1.23470703511692,0.343256675667944,-0.980246165712333,-0.314333558455533,-0.953633861360433,-0.735661403141099,-1.0996456199422,-0.980246165712333,-0.886737729379054,-0.314333558455533,-1.0996456199422,-0.953633861360433,-0.735661403141099,-1.17648003511788,-0.226688745357926,-0.961261145921041,-0.999816161479789,-0.980246165712333,-0.886737729379054,-0.314333558455533,-1.0996456199422,-0.953633861360433,-0.735661403141099,-1.17648003511788,-0.226688745357926,-0.961261145921041,-0.999816161479789,-0.226688745357926
"C. Amissi Al Taawoun",0.216132396753533,0.488732565072688,-1.20091442129743,-0.387128997354846,0.601910152959831,-1.59927698345472,-1.17433251280026,1.04908908542908,-1.89245562135356,-1.75102580071204,0.27030865942236,-0.525010066040993,-0.464346199875093,-0.170821148767809,-0.725072457176211,-0.172405681147704,-0.511312022965836,-0.192516477290781,0.461028173582172,0.763615761418514,-0.0556731316048913,-1.14491479285592,0.602311111161834,-0.363836999587807,0.744004894614804,-0.415333893994725,-0.319246929169383,0.213963710389826,-0.848638334448651,1.0408211360304,0.0758510881878477,-0.353720934255565,0.654501367972505,0.726780336069927,-1.02676977513543,0.0414966994069765,-0.93209874889812,-0.186115782711089,-0.445409233059309,-0.883102596530107,-0.817211414562142,-0.321397417238425,-0.44831798611235,-0.445409233059309,-0.441104678286749,-0.883102596530107,-0.44831798611235,-0.817211414562142,-0.321397417238425,-0.113979554971792,-0.226688745357926,-0.286007939912263,-0.285614633961067,-0.445409233059309,-0.441104678286749,-0.883102596530107,-0.44831798611235,-0.817211414562142,-0.321397417238425,-0.113979554971792,-0.226688745357926,-0.286007939912263,-0.285614633961067,-0.226688745357926
"L. Erwin Kilmarnock",-0.758816873942776,-0.388817510301451,0.131298335819811,-0.420480938432173,0.00371037801680227,-1.16317070224959,0.125301087022138,-0.981811402744638,-0.377576114442412,-0.462557575110316,-0.852519904755325,-1.23256443986924,-0.0162973875165074,-0.0439070145597428,-1.08767567943125,1.7368439336082,-0.190816791431084,0.730283906475731,1.41434813137148,1.07216897595212,-0.148105899951969,-0.430503141299032,0.425076513042178,-0.0254385014210788,-0.146908046115866,-0.201722329557481,0.942639480485198,-0.408938261363611,-0.635395298923891,0.194362851950645,0.182209641249175,-0.880772429550334,-0.255053456894607,0.433056343613068,-0.932835417934153,0.425758265771835,0.480073253456274,-0.539030754963778,-0.0442815335695407,-0.59871807749282,-0.407944074167268,-0.183309421937534,-0.0575214058144418,-0.0442815335695407,-0.738193379014952,-0.59871807749282,-0.0575214058144418,-0.407944074167268,-0.183309421937534,-0.246792114990054,-0.226688745357926,-0.286007939912263,-0.571295244968556,-0.0442815335695407,-0.738193379014952,-0.59871807749282,-0.0575214058144418,-0.407944074167268,-0.183309421937534,-0.246792114990054,-0.226688745357926,-0.286007939912263,-0.571295244968556,-0.226688745357926
"E. Strahman Bahía Blanca",-0.443268026008965,0.708120083916222,-1.36744101593708,-0.353777056277518,-1.02177495045696,0.145148141365799,0.991723486903738,-0.900575383217689,-0.960222078639008,0.825910650491411,-0.777664667143479,1.51903590279616,-1.47245602768191,-0.0439070145597428,0.290216565137887,1.7368439336082,1.73215459777743,-0.807716733135123,-0.174518464944031,0.455062546884904,0.0367596367421867,0.462511423147077,-1.34726946815438,-0.533036248671171,-0.5923645164812,-0.735751240650592,-1.12226555349503,0.525414696266544,-0.742016816686271,-1.39274643069889,-0.136866017934806,-0.669951831432426,-0.709830869328164,-0.937655621185605,-0.181360560323942,0.963724458682636,-1.03296817763772,2.01960279386822,-0.980246165712333,-0.314333558455533,-0.680788967763851,-0.87374939844199,-0.969380093176227,-0.980246165712333,-0.886737729379054,-0.314333558455533,-0.969380093176227,-0.680788967763851,-0.87374939844199,-1.17648003511788,-0.368124230574037,-0.961261145921041,-0.999816161479789,-0.980246165712333,-0.886737729379054,-0.314333558455533,-0.969380093176227,-0.680788967763851,-0.87374939844199,-1.17648003511788,-0.368124230574037,-0.961261145921041,-0.999816161479789,-0.368124230574037
"M. Korzym Sandecja Nowy Sącz",-1.29825119245857,0.927507602759757,-1.36744101593708,0.896920734122264,-0.252660954101639,1.95187416350134,-0.0479833929541823,0.317964909686543,-0.72716369296037,-0.16521875381761,1.01886103554082,0.497012918377581,-0.464346199875093,-1.18613422243234,0.362737209588894,1.41863566448222,-1.47279771757009,0.42268377855356,-0.492291784207132,1.68927540501934,0.221625173436343,1.62343035692702,1.84295329799943,-0.279237375046125,0.521276659432136,2.25481066147083,-0.778114714498322,-0.824206242532569,-0.422152263399132,0.405977422970583,-0.136866017934806,2.49235714033619,0.199723955538949,1.70586031092612,0.851917368890097,1.11742908522858,0.0765955384978757,0.343256675667944,-0.311699999896053,1.96074259384276,1.22912528741223,-0.459485412539316,0.0727441209515275,-0.311699999896053,1.48997187644658,1.96074259384276,0.0727441209515275,1.22912528741223,-0.459485412539316,-0.113979554971792,-0.368124230574037,-0.286007939912263,1.42846903208387,-0.311699999896053,1.48997187644658,1.96074259384276,0.0727441209515275,1.22912528741223,-0.459485412539316,-0.113979554971792,-0.368124230574037,-0.286007939912263,1.42846903208387,-0.368124230574037
"I. Hagi Fiorentina",0.096166292506829,-1.48575510451913,1.29698449829739,-0.0480509297353494,0.00371037801680227,0.269749935995836,-0.307910112918663,-0.16945120747515,0.55465742827214,0.231233007905998,1.09371627315266,0.261161460434833,0.319739221752432,-0.424649417183941,1.01542300964796,-1.44523875765164,-0.511312022965836,1.65308429024224,1.41434813137148,0.763615761418514,-0.887568046728593,0.462511423147077,-2.32205975781249,0.820557743995741,0.0758201890668016,0.652723928191497,-0.778114714498322,-0.512755256655851,-0.422152263399132,-0.0172517190692927,-0.987734442425421,1.01661295351083,-0.346008939381319,-1.13347161615684,0.476179940084992,-0.72702643332274,0.379203824716674,-0.362573268837434,0.0894276995937154,0.112243220100398,0.410590606622479,-0.0452214266366429,0.203009647717497,0.0894276995937154,0.450161423897863,0.112243220100398,0.203009647717497,0.410590606622479,-0.0452214266366429,0.15164556506473,-0.509559715790149,0.119143983693004,0.428586893557655,0.0894276995937154,0.450161423897863,0.112243220100398,0.203009647717497,0.410590606622479,-0.0452214266366429,0.15164556506473,-0.509559715790149,0.119143983693004,0.428586893557655,-0.509559715790149
"Q. Depehi En Avant de Guingamp",-0.219382555426982,-1.04698006683206,0.630878119738775,-0.703972437589457,0.601910152959831,-0.0417545505792574,-0.394552352906823,0.399200929213491,-0.72716369296037,-0.462557575110316,-0.553098954307942,-0.918095829278907,-0.2403217936958,-0.678477685600072,-0.942634390529232,-0.490613950273688,-0.511312022965836,-0.192516477290781,-0.810065103470233,-1.08770352578315,0.406490710130499,-1.14491479285592,0.336459213982349,-0.702235497754535,-0.5923645164812,-0.308528111776103,-0.433963875501618,-0.0974872754868927,0.110955325412768,-0.969517288659013,-0.881375889364094,-0.353720934255565,0.654501367972505,0.0414243536705901,-0.463163631927771,-1.1112879996876,-1.03296817763772,-0.891945727216467,-0.579118466222565,-0.59871807749282,-0.817211414562142,-0.459485412539316,-0.839114566410258,-0.579118466222565,-0.441104678286749,-0.59871807749282,-0.839114566410258,-0.817211414562142,-0.459485412539316,-0.512417235026576,-0.368124230574037,-0.421058581114019,-0.571295244968556,-0.579118466222565,-0.441104678286749,-0.59871807749282,-0.839114566410258,-0.817211414562142,-0.459485412539316,-0.512417235026576,-0.368124230574037,-0.421058581114019,-0.571295244968556,-0.368124230574037
"H. Al Ghaddioui Sportfreunde Lotte",-1.29825119245857,0.269345046229153,-1.03438782665777,-1.07084378944006,-1.36360339328155,0.145148141365799,-1.00104803282394,-1.14428344179854,-0.61063450012105,-0.264331694248512,-1.90049323132116,-0.0533071501554974,-1.80849263695085,0.209921253856389,-0.942634390529232,-1.12703048852566,-1.79329294910485,-0.192516477290781,0.14325485431907,1.07216897595212,0.498923478477577,-0.609106054188254,-1.25865216909456,-1.88663024133808,-0.0355439285245321,-0.201722329557481,0.0249039098273208,0.00632971980534675,-1.06188136997341,-1.49855371620886,-0.0305074648734792,-0.77536213049138,-1.43747472922185,-0.643931628728746,-0.369229274726495,1.42483833832047,-1.13383760637732,0.1667991895416,-1.24766463203885,-0.314333558455533,-0.953633861360433,-1.01183739374288,-1.36017667347414,-1.24766463203885,-1.33237078047136,-0.314333558455533,-1.36017667347414,-0.953633861360433,-1.01183739374288,-1.57491771517267,-0.368124230574037,-1.36641306952631,-1.57117738349477,-1.24766463203885,-1.33237078047136,-0.314333558455533,-1.36017667347414,-0.953633861360433,-1.01183739374288,-1.57491771517267,-0.368124230574037,-1.36641306952631,-1.57117738349477,-0.368124230574037
"M. Godden Stevenage",-0.443268026008965,0.0499575273856181,-0.867861232018117,-0.203693321429544,0.260081710135243,-0.789365318359481,0.818439006927418,2.10515733927942,-0.61063450012105,-0.0661058133867082,-1.22679609281455,0.497012918377581,-0.912395012233679,-0.0439070145597428,-0.870113746078225,-0.490613950273688,-0.190816791431084,1.34548416232007,1.41434813137148,-0.470597096715926,-0.425404204993203,0.641114336036299,1.48848410176011,-0.110038125962761,-0.481000398889867,1.18675283928461,0.0249039098273208,-0.0974872754868927,-0.742016816686271,-0.440480861109168,-0.136866017934806,-0.564541532373472,-0.164097974407896,0.13933235115621,-1.12070413233671,-0.0353556138659951,-2.14253189377331,-0.362573268837434,-0.846536932549077,-0.314333558455533,-0.407944074167268,-0.735661403141099,-0.708849039644289,-0.846536932549077,-0.441104678286749,-0.314333558455533,-0.708849039644289,-0.407944074167268,-0.735661403141099,-0.778042355063099,-0.368124230574037,-0.69115986351753,-0.428454939464812,-0.846536932549077,-0.441104678286749,-0.314333558455533,-0.708849039644289,-0.407944074167268,-0.735661403141099,-0.778042355063099,-0.368124230574037,-0.69115986351753,-0.428454939464812,-0.368124230574037
"D. Chima Chukwu Legia Warszawa",-0.758816873942776,0.269345046229153,-1.03438782665777,0.185412657805943,0.00371037801680227,1.70267057424127,-0.654479072871303,1.37403316353688,-0.144517728763774,-0.0661058133867082,-0.553098954307942,0.103927155139668,-0.352333996785447,-0.551563551392007,0.145175276235873,0.464010857104265,0.770668903173174,0.11508365063139,1.41434813137148,1.07216897595212,0.683789015171733,0.373209966702466,1.7543359989396,-0.533036248671171,-0.146908046115866,0.33230658153563,-0.0898130365049138,-0.512755256655851,-1.16850288773579,-0.440480861109168,-0.562300230180113,-0.459131233314519,0.108768473052238,1.21632032349802,-0.087426203122666,0.579462892317778,-1.83992360755452,-0.0978870396479169,-0.712827699385821,0.538819998656329,0.00132326622760512,-0.597573407840207,-0.578583512878319,-0.712827699385821,-0.144015977558545,0.538819998656329,-0.578583512878319,0.00132326622760512,-0.597573407840207,-0.512417235026576,-0.368124230574037,-0.69115986351753,-0.142774328457323,-0.712827699385821,-0.144015977558545,0.538819998656329,-0.578583512878319,0.00132326622760512,-0.597573407840207,-0.512417235026576,-0.368124230574037,-0.69115986351753,-0.142774328457323,-0.368124230574037
"Pedro Neto Lazio",-0.758816873942776,-1.70514262336266,1.46351109293705,-0.598357957511253,-0.423575175513932,-1.28777249687963,1.68486140680902,1.29279714400993,0.438128235432821,-0.264331694248512,-0.702809429531633,0.182544307787251,0.207727018662785,-0.297735282975875,-0.362469234921176,-1.44523875765164,0.770668903173174,-1.11531686105729,0.461028173582172,-1.39625674031676,-1.07243358342275,-0.966311879966697,-1.25865216909456,-0.110038125962761,0.409912541840803,-0.62894545843197,-0.0898130365049138,-0.0974872754868927,0.324198360937527,0.194362851950645,-0.455941677118787,-0.880772429550334,-0.255053456894607,-0.546023631243127,-0.651032346330324,-2.1872203855092,0.0765955384978757,-0.62725949802695,0.223136932756971,-1.45187163460468,-0.680788967763851,0.0928665686642482,-0.0575214058144418,0.223136932756971,-0.738193379014952,-1.45187163460468,-0.0575214058144418,-0.680788967763851,0.0928665686642482,-0.113979554971792,-0.368124230574037,-0.015906657508752,-0.571295244968556,0.223136932756971,-0.738193379014952,-1.45187163460468,-0.0575214058144418,-0.680788967763851,0.0928665686642482,-0.113979554971792,-0.368124230574037,-0.015906657508752,-0.571295244968556,-0.368124230574037
"Escriche CD Lugo",-1.29825119245857,-1.26636758567559,0.297824930459465,-0.765117662897891,0.00371037801680227,-1.28777249687963,-0.567836832883143,0.48043694874044,-0.72716369296037,-1.15634815812663,-0.92737514236717,-0.210541455450663,-0.800382809144032,0.209921253856389,0.0726546317848657,0.464010857104265,-0.831807254500588,0.11508365063139,0.778801492845273,-0.162043882182316,0.868654551865889,-1.23421624930053,-0.106627281316791,-0.448436624129489,-0.258272163707199,-0.62894545843197,0.139620856159555,-0.201304270779132,-0.635395298923891,-0.652095432129106,-0.455941677118787,-0.986182728609287,-0.0731424919211848,-0.350207636271888,-0.838901060732877,-1.57240187932543,-0.0242738902417238,-1.06840321334281,-0.579118466222565,-1.16748711556739,-1.22647875495702,-0.459485412539316,-0.708849039644289,-0.579118466222565,-1.03528207974316,-1.16748711556739,-0.708849039644289,-1.22647875495702,-0.459485412539316,-0.645229795044838,-0.368124230574037,-0.556109222315774,-1.14265646698353,-0.579118466222565,-1.03528207974316,-1.16748711556739,-0.708849039644289,-1.22647875495702,-0.459485412539316,-0.645229795044838,-0.368124230574037,-0.556109222315774,-1.14265646698353,-0.368124230574037
"J. Vancamp Roda JC Kerkrade",-0.443268026008965,-1.48575510451913,1.13045790365774,0.263233853653041,0.34553882084139,-1.03856890761956,0.298585566998458,0.317964909686543,-0.960222078639008,-0.363444634679414,0.719440085093434,0.890098681615494,-0.576358402964739,-0.0439070145597428,0.797861076294936,1.10042739535623,-1.15230248603534,1.0378840343979,1.09657481210837,0.763615761418514,0.221625173436343,0.998320161814742,1.31124950364046,0.905157368537424,0.521276659432136,-0.201722329557481,-0.0898130365049138,-0.720389247240329,-1.38174592326055,0.405977422970583,-0.136866017934806,0.278740860098157,-0.164097974407896,-0.252299638786268,0.194376868481163,-0.419617180230853,0.0765955384978757,0.519714161794288,-0.311699999896053,-0.0299490394182454,0.00132326622760512,-0.459485412539316,-0.0575214058144418,-0.311699999896053,0.153072723169659,-0.0299490394182454,-0.0575214058144418,0.00132326622760512,-0.459485412539316,-0.113979554971792,-0.368124230574037,-0.286007939912263,0.142906282550166,-0.311699999896053,0.153072723169659,-0.0299490394182454,-0.0575214058144418,0.00132326622760512,-0.459485412539316,-0.113979554971792,-0.368124230574037,-0.286007939912263,0.142906282550166,-0.368124230574037
"M. Lebedyński Wisła Płock",-0.758816873942776,0.269345046229153,-1.03438782665777,0.0297702661117482,-0.338118064807786,-0.415559934469369,-0.394552352906823,0.155492870632645,-0.960222078639008,-0.660783455972121,-0.478243716696096,-0.0533071501554974,0.095714815573139,-0.678477685600072,-0.870113746078225,0.782219126230249,1.41165936624268,0.11508365063139,0.461028173582172,-1.39625674031676,0.314057941783421,2.33784200848391,-0.815565673795416,0.566758870370695,-0.0355439285245321,1.29355862150323,-2.0400011241529,-0.408938261363611,-0.955259852211031,-0.546288146619137,-0.136866017934806,1.12202325256979,-0.618875386841452,1.41213631846926,1.32158915489648,1.42483833832047,-0.125143318981323,-0.450802011900606,-0.445409233059309,1.24978129624955,0.956280393815643,-0.597573407840207,0.0727441209515275,-0.445409233059309,0.895794474990168,1.24978129624955,0.0727441209515275,0.956280393815643,-0.597573407840207,-0.379604675008315,-0.368124230574037,-0.556109222315774,0.714267504565143,-0.445409233059309,0.895794474990168,1.24978129624955,0.0727441209515275,0.956280393815643,-0.597573407840207,-0.379604675008315,-0.368124230574037,-0.556109222315774,0.714267504565143,-0.368124230574037
"L. Jallow Cesena",-0.443268026008965,-0.608205029144986,-0.368281448099153,-0.0480509297353494,-0.0817467326893447,-1.35007339419465,0.298585566998458,0.317964909686543,0.904245006790097,-0.0661058133867082,1.16857151076451,-0.210541455450663,0.99181244029031,-1.18613422243234,-0.144907301568155,1.7368439336082,0.770668903173174,1.65308429024224,-1.44561174199644,1.38072219048573,-1.44216465681106,-0.519804597743643,-1.96759056157318,0.989756993079106,-0.481000398889867,0.439112363754252,0.827922534152963,-1.55092520957825,-0.955259852211031,0.72339927950049,1.13943661880112,0.805792355392926,-0.164097974407896,0.530964341098688,0.382245582883716,-0.496469493503825,-0.427751605200122,0.1667991895416,0.0894276995937154,-0.456525817974176,0.274168159824187,-0.183309421937534,0.333275174483466,0.0894276995937154,0.301617073533761,-0.456525817974176,0.333275174483466,0.274168159824187,-0.183309421937534,0.417270685101253,-0.509559715790149,0.119143983693004,0.571427199061399,0.0894276995937154,0.301617073533761,-0.456525817974176,0.333275174483466,0.274168159824187,-0.183309421937534,0.417270685101253,-0.509559715790149,0.119143983693004,0.571427199061399,-0.509559715790149
"D. Skhirtladze Silkeborg IF",-0.758816873942776,-0.169429991457917,-0.368281448099153,-0.0980788413513407,0.687367263665978,0.269749935995836,1.9447881267735,0.561672968267389,-0.144517728763774,0.528571829198704,0.869150560317125,1.28318444485341,0.655775831021371,-0.551563551392007,-0.580031168274197,-0.172405681147704,1.73215459777743,-0.500116605212952,1.41434813137148,-0.470597096715926,-1.34973188846398,0.194607053813244,-2.58791165499198,0.566758870370695,-0.258272163707199,0.0118892348797635,-2.95773669481078,-1.23947422370153,0.217576843175147,0.511784708480552,-0.562300230180113,-0.459131233314519,-0.255053456894607,0.237240348641829,-0.7449667035316,0.19520132595292,1.08528982589387,-1.15663195640598,0.356846165920228,-0.456525817974176,0.137745713025896,-0.0452214266366429,0.333275174483466,0.356846165920228,0.00452837280555695,-0.456525817974176,0.333275174483466,0.137745713025896,-0.0452214266366429,0.417270685101253,-0.509559715790149,0.389245266096515,0.28574658805391,0.356846165920228,0.00452837280555695,-0.456525817974176,0.333275174483466,0.137745713025896,-0.0452214266366429,0.417270685101253,-0.509559715790149,0.389245266096515,0.28574658805391,-0.509559715790149
"P. Cappelluzzo Pescara",-0.219382555426982,-0.827592547988521,0.297824930459465,-0.837380201898767,-1.2781462825754,-0.228657242524313,-0.134625632942342,-0.900575383217689,0.0885406569148637,0.0330071270441939,0.345163897034206,-1.8615016610499,-0.128309590606154,-0.424649417183941,-1.08767567943125,-1.44523875765164,-1.47279771757009,0.730283906475731,0.461028173582172,-0.162043882182316,0.406490710130499,-0.787708967077475,0.513693812102006,-0.786835122296217,0.0758201890668016,-0.735751240650592,-1.58113333882396,-0.201304270779132,-0.422152263399132,-1.07532457416898,-0.34958312405746,-0.564541532373472,-1.16460828176172,0.237240348641829,-0.7449667035316,0.272053639225891,-0.528621033939721,-0.274344525774261,-0.579118466222565,-0.59871807749282,-0.817211414562142,-0.459485412539316,-0.578583512878319,-0.579118466222565,-0.738193379014952,-0.59871807749282,-0.578583512878319,-0.817211414562142,-0.459485412539316,-0.512417235026576,-0.368124230574037,-0.421058581114019,-0.7141355504723,-0.579118466222565,-0.738193379014952,-0.59871807749282,-0.578583512878319,-0.817211414562142,-0.459485412539316,-0.512417235026576,-0.368124230574037,-0.421058581114019,-0.7141355504723,-0.368124230574037
"B. Miranda D.C. United",-1.29825119245857,-1.26636758567559,1.13045790365774,-1.14310632844094,0.943738595784419,-1.53697608613971,1.5115769268327,-1.14428344179854,-0.494105307281731,-0.660783455972121,-1.45136180565009,-0.289158608098245,-0.688370606054386,-0.0439070145597428,-0.870113746078225,-1.76344702677763,-1.15230248603534,-1.42291698897947,0.461028173582172,0.763615761418514,-0.610269741687359,-0.966311879966697,-0.904182972855244,-1.04063399592126,-1.03782098684654,-0.62894545843197,-1.23698249982726,-0.0974872754868927,0.00433380765038776,-1.60436100171883,-0.243224570996133,-0.564541532373472,1.29118974537948,-2.30836758598428,-0.838901060732877,-0.880731059868683,-0.83122932015852,-1.06840321334281,-0.579118466222565,-1.30967937508604,-1.4993236485536,-0.459485412539316,-1.22991114670817,-0.579118466222565,-1.03528207974316,-1.30967937508604,-1.22991114670817,-1.4993236485536,-0.459485412539316,-0.778042355063099,-0.368124230574037,-0.421058581114019,-1.28549677248728,-0.579118466222565,-1.03528207974316,-1.30967937508604,-1.22991114670817,-1.4993236485536,-0.459485412539316,-0.778042355063099,-0.368124230574037,-0.421058581114019,-1.28549677248728,-0.368124230574037
